symbol,ensembl_id
DKFZP762K013,ENSG00000180035
DKFZP762K054,ENSG00000070610
DKFZP762K137,ENSG00000075420
DKFZP762K2015,ENSG00000163104
DKFZP762K222,ENSG00000173320
DKFZP762L1111,ENSG00000156535
DKFZP762M115,ENSG00000181192
DKFZP762M186,ENSG00000087157
DKFZP762N1910,ENSG00000214753
DKFZP762N2316,ENSG00000148143
DKFZP762O076,ENSG00000155099
DKFZP779B1540,ENSG00000189325
DKFZP779B1634,ENSG00000181626
DKFZP779C0666,ENSG00000136111
DKFZP779D216,ENSG00000108298
DKFZP779E2460,ENSG00000165192
DKFZP779F115,ENSG00000196865
DKFZP779G1236,ENSG00000186472
DKFZP779J0927,ENSG00000239306
DKFZP779L1068,ENSG00000205133
DKFZP779L1558,ENSG00000123106
DKFZP779M2348,ENSG00000130595
DKFZP779O175,ENSG00000185869
DKFZP779O2438,ENSG00000120519
DKFZP779P1149,ENSG00000175984
DKFZP781A10161,ENSG00000162461
DKFZP781B0869,ENSG00000168646
DKFZP781B1548,ENSG00000185842
DKFZP781D015,ENSG00000132718
DKFZP781D0275,ENSG00000198538
DKFZP781D0314,ENSG00000134369
DKFZP781D1727,ENSG00000173575
DKFZP781E1243,ENSG00000094841
DKFZP781E17107,ENSG00000110075
DKFZP781E2374,ENSG00000110075
DKFZP781F0822,ENSG00000171495
DKFZP781F1775,ENSG00000186026
DKFZP781G0119,ENSG00000206043
DKFZP781H0392,ENSG00000108375
DKFZP781I1117,ENSG00000119314
DKFZP781I1119,ENSG00000155545
DKFZP781I12161,ENSG00000023516
DKFZP781M2411,ENSG00000170471
DKFZP781O2362,ENSG00000110075
DKK-1,ENSG00000107984
DKK1,ENSG00000107984
DKK2,ENSG00000155011
DKK3,ENSG00000050165
DKK4,ENSG00000104371
DKKL1,ENSG00000104901
DL,ENSG00000135960
DLAD,ENSG00000137976
DLAT,ENSG00000150768
DLC-1,ENSG00000088986
DLC1,ENSG00000088986
DLC2,ENSG00000264364
DLC8,ENSG00000088986
DLD,ENSG00000091140
DLDBP,ENSG00000110435
DLDH,ENSG00000091140
DLEC,ENSG00000198178
DLEC1,ENSG00000008226
DLEU5,ENSG00000204977
DLEU7,ENSG00000186047
DLEU8,ENSG00000136104
DLG1,ENSG00000075711
DLG2,ENSG00000150672
DLG3,ENSG00000082458
DLG4,ENSG00000132535
DLG5,ENSG00000151208
DLG6,ENSG00000082126
DLG7,ENSG00000126787
DLGAP1,ENSG00000170579
DLGAP2,ENSG00000198010
DLGAP3,ENSG00000116544
DLGAP4,ENSG00000080845
DLGAP5,ENSG00000126787
DLGH1,ENSG00000075711
DLK,ENSG00000139625
DLK1,ENSG00000185559
DLK2,ENSG00000171462
DLL1,ENSG00000198719
DLL3,ENSG00000090932
DLL4,ENSG00000128917
DLM-1,ENSG00000124256
DLM1,ENSG00000124256
DLNB11,ENSG00000186174
DLNB13,ENSG00000176302
DLNB14,ENSG00000186166
DLP,ENSG00000140830
DLP12,ENSG00000174844
DLP3,ENSG00000158486
DLST,ENSG00000119689
DLTA,ENSG00000150768
DLTS,ENSG00000119689
DLX1,ENSG00000144355
DLX2,ENSG00000115844
DLX3,ENSG00000064195
DLX4,ENSG00000108813
DLX5,ENSG00000105880
DLX6,ENSG00000006377
DLX7,ENSG00000108813
DLX8,ENSG00000108813
DLX9,ENSG00000108813
DLXIN-1,ENSG00000179222
DM,ENSG00000104936
DM1,ENSG00000104936
DM1PK,ENSG00000104936
DM2,ENSG00000169714
DM4E3,ENSG00000171067
DMAC1,ENSG00000137038
DMAC2,ENSG00000105341
DMAC2L,ENSG00000125375
DMAHP,ENSG00000177045
DMAP1,ENSG00000178028
DMBT1,ENSG00000187908
DMBX1,ENSG00000197587
DMC,ENSG00000141627
DMC1,ENSG00000100206
DMD,ENSG00000198947
DMDA,ENSG00000102683
DMDA1,ENSG00000102683
DMDA2,ENSG00000108823
DMDL,ENSG00000152818
DMGDH,ENSG00000132837
DMGDHL1,ENSG00000123453
DMK,ENSG00000104936
DMKN,ENSG00000161249
DMN,ENSG00000182253
DMP1,ENSG00000135164
DMP3,ENSG00000152591
DMP4,ENSG00000177706
DMPK,ENSG00000104936
DMPK2,ENSG00000171219
DMR,ENSG00000140153
DMR-N9,ENSG00000185800
DMRT1,ENSG00000137090
DMRT2,ENSG00000173253
DMRT3,ENSG00000064218
DMRTA1,ENSG00000176399
DMRTA2,ENSG00000142700
DMRTA3,ENSG00000064218
DMRTB1,ENSG00000143006
DMRTC1,ENSG00000269502
DMRTC1-AS1,ENSG00000275520
DMRTC1B,ENSG00000184911
DMRTC2,ENSG00000142025
DMT,ENSG00000158856
DMT-1,ENSG00000110911
DMT1,ENSG00000137090
DMTF,ENSG00000135164
DMTF1,ENSG00000135164
DMTN,ENSG00000158856
DMWD,ENSG00000185800
DMXL1,ENSG00000172869
DMXL2,ENSG00000104093
DN-7,ENSG00000187325
DN7,ENSG00000187325
DNA-PKC,ENSG00000253729
DNA-PKCS,ENSG00000253729
DNA2,ENSG00000138346
DNA2L,ENSG00000138346
DNA43,ENSG00000065328
DNAAF1,ENSG00000154099
DNAAF10,ENSG00000243667
DNAAF11,ENSG00000129295
DNAAF12,ENSG00000161328
DNAAF13,ENSG00000104450
DNAAF14,ENSG00000104872
DNAAF15,ENSG00000150773
DNAAF16,ENSG00000159079
DNAAF17,ENSG00000137691
DNAAF18,ENSG00000123977
DNAAF2,ENSG00000165506
DNAAF3,ENSG00000167646
DNAAF4,ENSG00000256061
DNAAF5,ENSG00000164818
DNAAF6,ENSG00000080572
DNAAF7,ENSG00000004838
DNAAF8,ENSG00000166246
DNAAF9,ENSG00000088854
DNABF,ENSG00000005436
DNACH,ENSG00000162572
DNAH1,ENSG00000114841
DNAH10,ENSG00000197653
DNAH11,ENSG00000105877
DNAH12,ENSG00000174844
DNAH12L,ENSG00000174844
DNAH14,ENSG00000185842
DNAH17,ENSG00000187775
DNAH17L,ENSG00000007174
DNAH2,ENSG00000183914
DNAH3,ENSG00000158486
DNAH5,ENSG00000039139
DNAH6,ENSG00000115423
DNAH7,ENSG00000118997
DNAH7L,ENSG00000174844
DNAH8,ENSG00000124721
DNAH9,ENSG00000007174
DNAHBL,ENSG00000105877
DNAHC1,ENSG00000114841
DNAHC11,ENSG00000105877
DNAHC14,ENSG00000185842
DNAHC3,ENSG00000174844
DNAHC3B,ENSG00000158486
DNAHC5,ENSG00000039139
DNAHC6,ENSG00000115423
DNAHC9,ENSG00000007174
DNAHL1,ENSG00000187775
DNAI1,ENSG00000122735
DNAI2,ENSG00000171595
DNAI3,ENSG00000162643
DNAI4,ENSG00000152763
DNAI7,ENSG00000118307
DNAI8,ENSG00000086288
DNAJ,ENSG00000135392
DNAJA1,ENSG00000086061
DNAJA2,ENSG00000069345
DNAJA3,ENSG00000103423
DNAJA4,ENSG00000140403
DNAJA5,ENSG00000168724
DNAJB1,ENSG00000132002
DNAJB11,ENSG00000090520
DNAJB12,ENSG00000148719
DNAJB13,ENSG00000187726
DNAJB14,ENSG00000164031
DNAJB2,ENSG00000135924
DNAJB4,ENSG00000162616
DNAJB5,ENSG00000137094
DNAJB6,ENSG00000105993
DNAJB7,ENSG00000172404
DNAJB8,ENSG00000179407
DNAJB9,ENSG00000128590
DNAJC1,ENSG00000136770
DNAJC10,ENSG00000077232
DNAJC11,ENSG00000007923
DNAJC12,ENSG00000108176
DNAJC13,ENSG00000138246
DNAJC14,ENSG00000135392
DNAJC15,ENSG00000120675
DNAJC16,ENSG00000116138
DNAJC17,ENSG00000104129
DNAJC18,ENSG00000170464
DNAJC19,ENSG00000205981
DNAJC2,ENSG00000105821
DNAJC20,ENSG00000100209
DNAJC21,ENSG00000168724
DNAJC22,ENSG00000178401
DNAJC23,ENSG00000025796
DNAJC24,ENSG00000170946
DNAJC25,ENSG00000059769
DNAJC25-GNG10,ENSG00000244115
DNAJC26,ENSG00000178950
DNAJC27,ENSG00000115137
DNAJC28,ENSG00000177692
DNAJC29,ENSG00000151835
DNAJC3,ENSG00000102580
DNAJC30,ENSG00000176410
DNAJC4,ENSG00000110011
DNAJC5,ENSG00000101152
DNAJC5A,ENSG00000101152
DNAJC5B,ENSG00000147570
DNAJC5G,ENSG00000163793
DNAJC6,ENSG00000116675
DNAJC7,ENSG00000168259
DNAJC8,ENSG00000126698
DNAJC9,ENSG00000213551
DNAJD1,ENSG00000120675
DNAJL1,ENSG00000136770
DNAL1,ENSG00000119661
DNAL4,ENSG00000100246
DNALI1,ENSG00000163879
DNAM-1,ENSG00000150637
DNAM1,ENSG00000150637
DNAPK,ENSG00000253729
DNAPKC,ENSG00000253729
DNAPTP6,ENSG00000196141
DNAS1L1,ENSG00000013563
DNAS1L2,ENSG00000167968
DNAS1L3,ENSG00000163687
DNASE1,ENSG00000213918
DNASE1L1,ENSG00000013563
DNASE1L2,ENSG00000167968
DNASE1L3,ENSG00000163687
DNASE2,ENSG00000105612
DNASE2B,ENSG00000137976
DNASEX,ENSG00000013563
DNB1,ENSG00000142599
DNB5,ENSG00000162426
DNC,ENSG00000125454
DNCH1,ENSG00000197102
DNCH2,ENSG00000187240
DNCHC1,ENSG00000197102
DNCI1,ENSG00000158560
DNCI2,ENSG00000077380
DNCIC1,ENSG00000158560
DNCL,ENSG00000197102
DNCL1,ENSG00000088986
DNCL1B,ENSG00000264364
DNCL2A,ENSG00000125971
DNCL2B,ENSG00000168589
DNCLI1,ENSG00000144635
DNCLI2,ENSG00000135720
DND1,ENSG00000256453
DNECL,ENSG00000197102
DNEL2,ENSG00000187775
DNER,ENSG00000187957
DNF15S2,ENSG00000173531
DNGR-1,ENSG00000197992
DNHBL,ENSG00000105877
DNHD1,ENSG00000179532
DNHD1L,ENSG00000179532
DNHD2,ENSG00000174844
DNHD3,ENSG00000183914
DNHL1,ENSG00000115423
DNJ3,ENSG00000069345
DNL,ENSG00000105612
DNL1,ENSG00000213918
DNL1L,ENSG00000013563
DNL2,ENSG00000105612
DNLC2A,ENSG00000125971
DNLC2B,ENSG00000168589
DNLZ,ENSG00000213221
DNM,ENSG00000106976
DNM1,ENSG00000106976
DNM1L,ENSG00000087470
DNM2,ENSG00000079805
DNM3,ENSG00000197959
DNMAP1,ENSG00000178028
DNMBP,ENSG00000107554
DNMT,ENSG00000130816
DNMT1,ENSG00000130816
DNMT2,ENSG00000107614
DNMT3A,ENSG00000119772
DNMT3B,ENSG00000088305
DNMT3L,ENSG00000142182
DNMTAP1,ENSG00000178028
DNPEP,ENSG00000123992
DNPH1,ENSG00000112667
DNPI,ENSG00000091664
DNPK1,ENSG00000253729
DNT-1,ENSG00000125458
DNT-2,ENSG00000205309
DNT1,ENSG00000125458
DNT2,ENSG00000205309
DNTNP,ENSG00000174137
DNTT,ENSG00000107447
DNTTIP1,ENSG00000101457
DNTTIP2,ENSG00000067334
DNZ1,ENSG00000175893
DO,ENSG00000111339
DOA1,ENSG00000137055
DOB1,ENSG00000039123
DOC-1,ENSG00000111328
DOC-1R,ENSG00000167797
DOC-2,ENSG00000153071
DOC1,ENSG00000111328
DOC2A,ENSG00000149927
DOC2B,ENSG00000272636
DOC2BL,ENSG00000272636
DOC4,ENSG00000149256
DOC6,ENSG00000135407
DOCK1,ENSG00000150760
DOCK10,ENSG00000135905
DOCK11,ENSG00000147251
DOCK180,ENSG00000150760
DOCK2,ENSG00000134516
DOCK3,ENSG00000088538
DOCK4,ENSG00000128512
DOCK5,ENSG00000147459
DOCK6,ENSG00000130158
DOCK7,ENSG00000116641
DOCK8,ENSG00000107099
DOCK9,ENSG00000088387
DOD,ENSG00000127445
DOG1,ENSG00000131620
DOHH,ENSG00000129932
DOK-2,ENSG00000147443
DOK-7,ENSG00000175920
DOK1,ENSG00000115325
DOK2,ENSG00000147443
DOK3,ENSG00000146094
DOK4,ENSG00000125170
DOK5,ENSG00000101134
DOK5L,ENSG00000206052
DOK6,ENSG00000206052
DOK7,ENSG00000175920
DOLK,ENSG00000175283
DOLPP1,ENSG00000167130
DOM,ENSG00000100146
DOM3L,ENSG00000204348
DOM3Z,ENSG00000204348
DOMO1,ENSG00000080603
DON-1,ENSG00000158458
DONG1,ENSG00000185619
DONSON,ENSG00000159147
DOP1A,ENSG00000083097
DOP1B,ENSG00000142197
DOPEY1,ENSG00000083097
DOPEY2,ENSG00000142197
DOPPEL,ENSG00000171864
DOR,ENSG00000078804
DOR1,ENSG00000213380
DORA,ENSG00000140749
DORC1,ENSG00000111328
DORFIN,ENSG00000034677
DORZ1,ENSG00000248487
DOS,ENSG00000099625
DOT1,ENSG00000104885
DOT1L,ENSG00000104885
DOT3,ENSG00000159210
DOWN16,ENSG00000116785
DP,ENSG00000096696
DP-1,ENSG00000198176
DP-2,ENSG00000114126
DP1,ENSG00000198176
DP103,ENSG00000064703
DP1L1,ENSG00000115255
DP2,ENSG00000183134
DP2.5,ENSG00000134982
DP3,ENSG00000134982
DP5,ENSG00000135116
DP58,ENSG00000189127
DP8,ENSG00000074603
DP97,ENSG00000123064
DPAGT,ENSG00000172269
DPAGT1,ENSG00000172269
DPAGT2,ENSG00000172269
DPB11,ENSG00000163781
DPC4,ENSG00000141646
DPCD,ENSG00000166171
DPCK,ENSG00000068120
DPCR1,ENSG00000168631
DPD,ENSG00000188641
DPD1,ENSG00000105329
DPDE1,ENSG00000105650
DPDE2,ENSG00000065989
DPDE3,ENSG00000113448
DPDE4,ENSG00000184588
DPE2,ENSG00000100479
DPEP1,ENSG00000015413
DPEP2,ENSG00000167261
DPEP2NB,ENSG00000263201
DPEP3,ENSG00000141096
DPF1,ENSG00000011332
DPF2,ENSG00000133884
DPF3,ENSG00000205683
DPH1,ENSG00000108963
DPH2,ENSG00000132768
DPH2L,ENSG00000108963
DPH2L1,ENSG00000108963
DPH2L2,ENSG00000132768
DPH3,ENSG00000154813
DPH3A,ENSG00000154813
DPH4,ENSG00000170946
DPH5,ENSG00000117543
DPH6,ENSG00000134146
DPH7,ENSG00000148399
DPI,ENSG00000096696
DPII,ENSG00000096696
DPIII,ENSG00000173801
DPK,ENSG00000135090
DPL,ENSG00000171864
DPL1,ENSG00000130226
DPL11,ENSG00000105877
DPL2,ENSG00000175497
DPM1,ENSG00000000419
DPM2,ENSG00000136908
DPM3,ENSG00000179085
DPP1,ENSG00000109861
DPP10,ENSG00000175497
DPP2,ENSG00000176978
DPP3,ENSG00000254986
DPP4,ENSG00000197635
DPP6,ENSG00000130226
DPP7,ENSG00000176978
DPP8,ENSG00000074603
DPP9,ENSG00000142002
DPPA2,ENSG00000163530
DPPA3,ENSG00000187569
DPPA4,ENSG00000121570
DPPA5,ENSG00000203909
DPPII,ENSG00000176978
DPPIV,ENSG00000197635
DPPL1,ENSG00000147535
DPPL2,ENSG00000203805
DPPT-L,ENSG00000088812
DPPX,ENSG00000130226
DPPY,ENSG00000175497
DPRP1,ENSG00000074603
DPRP3,ENSG00000175497
DPRX,ENSG00000204595
DPT,ENSG00000143196
DPY19L1,ENSG00000173852
DPY19L2,ENSG00000177990
DPY19L3,ENSG00000178904
DPY19L4,ENSG00000156162
DPY30,ENSG00000162961
DPY30D1,ENSG00000170788
DPYD,ENSG00000188641
DPYS,ENSG00000147647
DPYSL1,ENSG00000072832
DPYSL2,ENSG00000092964
DPYSL3,ENSG00000113657
DPYSL4,ENSG00000151640
DPYSL5,ENSG00000157851
DPZF,ENSG00000181722
DQ1,ENSG00000136816
DQ2,ENSG00000136827
DQX1,ENSG00000144045
DR-NM23,ENSG00000103024
DR1,ENSG00000117505
DR11,ENSG00000120008
DR3,ENSG00000215788
DR3LG,ENSG00000239697
DR4,ENSG00000104689
DR5,ENSG00000120889
DR6,ENSG00000146072
DRA,ENSG00000091138
DRABA2,ENSG00000197381
DRADA,ENSG00000160710
DRADA2,ENSG00000197381
DRAG1,ENSG00000120318
DRAGON,ENSG00000174136
DRAGOU14,ENSG00000023287
DRAK1,ENSG00000164543
DRAK2,ENSG00000081320
DRAL,ENSG00000115641
DRAM,ENSG00000136048
DRAM1,ENSG00000136048
DRAM2,ENSG00000156171
DRAM3,ENSG00000180061
DRAP,ENSG00000182240
DRAP1,ENSG00000175550
DRASIC,ENSG00000213199
DRAXIN,ENSG00000162490
DRB1,ENSG00000155636
DRBP76,ENSG00000129351
DRC1,ENSG00000157856
DRC3,ENSG00000131037
DRC6,ENSG00000161040
DRC7,ENSG00000159625
DRCC1,ENSG00000173702
DRCTNNB1A,ENSG00000122591
DRD1,ENSG00000184845
DRD1B,ENSG00000169676
DRD1IP,ENSG00000130643
DRD1L2,ENSG00000169676
DRD2,ENSG00000149295
DRD3,ENSG00000151577
DRD4,ENSG00000069696
DRD5,ENSG00000169676
DRE1,ENSG00000114796
DREAM,ENSG00000115041
DREF,ENSG00000214717
DRES-17,ENSG00000143363
DRES9,ENSG00000110697
DRES93,ENSG00000116035
DREV1,ENSG00000197006
DRF1,ENSG00000161692
DRF3,ENSG00000139734
DRG1,ENSG00000185721
DRG11,ENSG00000165606
DRG2,ENSG00000108591
DRGX,ENSG00000165606
DRICH1,ENSG00000189269
DRIL1,ENSG00000116017
DRIL2,ENSG00000179361
DRIM,ENSG00000120800
DRIP100,ENSG00000008838
DRIP130,ENSG00000112282
DRIP230,ENSG00000125686
DRIP36,ENSG00000136146
DRIP78,ENSG00000135392
DRIP80,ENSG00000042429
DRIP92,ENSG00000175221
DRLM,ENSG00000177432
DRM,ENSG00000166923
DRN3,ENSG00000213689
DRO1,ENSG00000091986
DROER,ENSG00000100632
DROSHA,ENSG00000113360
DRP,ENSG00000139726
DRP-1,ENSG00000035664
DRP-2,ENSG00000092964
DRP-3,ENSG00000113657
DRP-4,ENSG00000151640
DRP1,ENSG00000087470
DRP2,ENSG00000102385
DRP3,ENSG00000134769
DRPLA,ENSG00000111676
DRR1,ENSG00000168309
DRRF,ENSG00000129911
DRS1,ENSG00000198721
DRT,ENSG00000133216
DRTF1,ENSG00000198176
DRV1,ENSG00000142511
DRV2,ENSG00000125245
DRY-6,ENSG00000112486
DRY12,ENSG00000164850
DS,ENSG00000117682
DS-1,ENSG00000167862
DS-EPI1,ENSG00000111817
DSAEC,ENSG00000167315
DSC,ENSG00000134762
DSC1,ENSG00000134762
DSC2,ENSG00000134755
DSC3,ENSG00000134762
DSC4,ENSG00000134762
DSC43,ENSG00000179965
DSC54,ENSG00000184838
DSC92,ENSG00000182768
DSCAM,ENSG00000171587
DSCAML1,ENSG00000177103
DSCC1,ENSG00000136982
DSCD75,ENSG00000130193
DSCP1,ENSG00000167543
DSCR,ENSG00000169738
DSCR1,ENSG00000159200
DSCR1L1,ENSG00000172348
DSCR1L2,ENSG00000117602
DSCR2,ENSG00000183527
DSCR3,ENSG00000157538
DSCR5,ENSG00000185808
DSCR6,ENSG00000183145
DSE,ENSG00000111817
DSEL,ENSG00000171451
DSEP,ENSG00000161634
DSEPI,ENSG00000111817
DSG,ENSG00000134760
DSG1,ENSG00000134760
DSG2,ENSG00000046604
DSG3,ENSG00000134757
DSG4,ENSG00000175065
DSHP,ENSG00000183918
DSI,ENSG00000185624
DSIPI,ENSG00000157514
DSK2,ENSG00000188021
DSMAV,ENSG00000106105
DSN1,ENSG00000149636
DSP,ENSG00000096696
DSPA1,ENSG00000206013
DSPA2A,ENSG00000185885
DSPA2B,ENSG00000142089
DSPA2C,ENSG00000185201
DSPA3,ENSG00000244242
DSPB1,ENSG00000184811
DSPB2,ENSG00000224982
DSPB3,ENSG00000167371
DSPC1,ENSG00000183379
DSPC2,ENSG00000101463
DSPC3,ENSG00000142046
DSPD1,ENSG00000204314
DSPD2,ENSG00000283526
DSPG1,ENSG00000182492
DSPG2,ENSG00000011465
DSPG3,ENSG00000083782
DSPP,ENSG00000152591
DSRC,ENSG00000185808
DSS,ENSG00000169297
DSS1,ENSG00000127922
DST,ENSG00000151914
DSTN,ENSG00000125868
DSTYK,ENSG00000133059
DSU,ENSG00000118242
DT1P1A10,ENSG00000158526
DT1P1A7,ENSG00000188643
DT1P1B11,ENSG00000139289
DTD,ENSG00000155850
DTD1,ENSG00000125821
DTD2,ENSG00000129480
DTDST,ENSG00000155850
DTE,ENSG00000179284
DTFT5783,ENSG00000161929
DTHD1,ENSG00000197057
DTK,ENSG00000092445
DTL,ENSG00000143476
DTN,ENSG00000134769
DTN-1,ENSG00000134769
DTN-2,ENSG00000134769
DTN-3,ENSG00000134769
DTNA,ENSG00000134769
DTNB,ENSG00000138101
DTNBP1,ENSG00000047579
DTR,ENSG00000178125
DTRP1,ENSG00000008952
DTS,ENSG00000113070
DTWD1,ENSG00000104047
DTWD2,ENSG00000169570
DTX1,ENSG00000135144
DTX2,ENSG00000091073
DTX3,ENSG00000178498
DTX3L,ENSG00000163840
DTX4,ENSG00000110042
DTYMK,ENSG00000168393
DUB3,ENSG00000223443
DUBA,ENSG00000068308
DUBA2,ENSG00000189401
DUBA3,ENSG00000175073
DUBA4,ENSG00000169914
DUBA5,ENSG00000155100
DUBA6,ENSG00000164164
DUBA7,ENSG00000165312
DUBA8,ENSG00000180667
DUDLIN-2,ENSG00000115107
DUEB,ENSG00000125821
DUET,ENSG00000160145
DUFD1,ENSG00000146410
DULLARD,ENSG00000175826
DUO,ENSG00000160145
DUOX1,ENSG00000137857
DUOX2,ENSG00000140279
DUOXA1,ENSG00000140254
DUOXA2,ENSG00000140274
DUP,ENSG00000167513
DUPD1,ENSG00000188716
DUPLIN,ENSG00000100888
DURS2,ENSG00000128656
DUS1,ENSG00000169718
DUS1L,ENSG00000169718
DUS2,ENSG00000167264
DUS2L,ENSG00000167264
DUS3,ENSG00000141994
DUS3L,ENSG00000141994
DUS4,ENSG00000105865
DUS4L,ENSG00000105865
DUS4L-BCAP29,ENSG00000288558
DUSP1,ENSG00000081721
DUSP10,ENSG00000143507
DUSP11,ENSG00000144048
DUSP12,ENSG00000081721
DUSP13,ENSG00000079393
DUSP14,ENSG00000276023
DUSP15,ENSG00000149599
DUSP16,ENSG00000111266
DUSP17,ENSG00000162999
DUSP18,ENSG00000167065
DUSP19,ENSG00000162999
DUSP2,ENSG00000158050
DUSP20,ENSG00000167065
DUSP21,ENSG00000189037
DUSP22,ENSG00000112679
DUSP23,ENSG00000158716
DUSP24,ENSG00000133878
DUSP25,ENSG00000158716
DUSP26,ENSG00000133878
DUSP27,ENSG00000188716
DUSP28,ENSG00000188542
DUSP29,ENSG00000188716
DUSP3,ENSG00000108861
DUSP4,ENSG00000120875
DUSP5,ENSG00000138166
DUSP6,ENSG00000139318
DUSP7,ENSG00000164086
DUSP8,ENSG00000184545
DUSP9,ENSG00000130829
DUSTYPK,ENSG00000133059
DUT,ENSG00000128951
DUTPASE,ENSG00000128951
DUTT1,ENSG00000169855
DUX4,ENSG00000260596
DUXA,ENSG00000258873
DUXB,ENSG00000282757
DVC1,ENSG00000010072
DVL1,ENSG00000107404
DVL2,ENSG00000004975
DVL3,ENSG00000161202
DVLP,ENSG00000087470
DVS27,ENSG00000137033
DWF-1,ENSG00000072840
DWFC,ENSG00000113658
DWORF,ENSG00000240045
DXF34,ENSG00000147059
DXF68S1E,ENSG00000130021
DXO,ENSG00000204348
DXS1179E,ENSG00000163558
DXS1253E,ENSG00000185010
DXS1272E,ENSG00000126012
DXS128,ENSG00000147100
DXS1283E,ENSG00000006757
DXS128E,ENSG00000147100
DXS1357E,ENSG00000185825
DXS142,ENSG00000198947
DXS164,ENSG00000198947
DXS1692E,ENSG00000156298
DXS206,ENSG00000198947
DXS230,ENSG00000198947
DXS239,ENSG00000198947
DXS253E,ENSG00000126903
DXS254E,ENSG00000102178
DXS268,ENSG00000198947
DXS269,ENSG00000198947
DXS270,ENSG00000198947
DXS272,ENSG00000198947
DXS306,ENSG00000198034
DXS423E,ENSG00000072501
DXS522E,ENSG00000288722
DXS540,ENSG00000188419
DXS552E,ENSG00000130830
DXS560S,ENSG00000071889
DXS648,ENSG00000147403
DXS6673E,ENSG00000147130
DXS6984E,ENSG00000166681
DXS707,ENSG00000102030
DXS741,ENSG00000102349
DXS8237E,ENSG00000182872
DXS9822,ENSG00000126768
DXS9878E,ENSG00000177854
DXS9879E,ENSG00000196976
DXS9928E,ENSG00000071859
DXS9951E,ENSG00000196976
DXYS155E,ENSG00000197976
DYBLUF,ENSG00000164645
DYDC1,ENSG00000170788
DYDC2,ENSG00000133665
DYF-2,ENSG00000157796
DYH1B,ENSG00000187240
DYH9,ENSG00000007174
DYM,ENSG00000141627
DYMPLE,ENSG00000087470
DYN2,ENSG00000079805
DYN4,ENSG00000132912
DYNAP,ENSG00000178690
DYNC1H1,ENSG00000197102
DYNC1I1,ENSG00000158560
DYNC1I2,ENSG00000077380
DYNC1LI1,ENSG00000144635
DYNC1LI2,ENSG00000135720
DYNC2H1,ENSG00000187240
DYNC2I1,ENSG00000126870
DYNC2I2,ENSG00000119333
DYNC2LI1,ENSG00000138036
DYNII,ENSG00000079805
DYNLL1,ENSG00000088986
DYNLL2,ENSG00000264364
DYNLRB1,ENSG00000125971
DYNLRB2,ENSG00000168589
DYNLT1,ENSG00000146425
DYNLT2,ENSG00000184786
DYNLT2B,ENSG00000213123
DYNLT3,ENSG00000165169
DYNLT4,ENSG00000188396
DYNLT5,ENSG00000152760
DYRK,ENSG00000157540
DYRK1,ENSG00000157540
DYRK1A,ENSG00000157540
DYRK1AP3,ENSG00000168490
DYRK1B,ENSG00000105204
DYRK2,ENSG00000127334
DYRK3,ENSG00000143479
DYRK4,ENSG00000010219
DYRK6,ENSG00000110422
DYS,ENSG00000070061
DYSBINDIN,ENSG00000047579
DYSF,ENSG00000135636
DYSFIP1,ENSG00000182676
DYSKERIN,ENSG00000130826
DYT1,ENSG00000136827
DYT10,ENSG00000167371
DYT11,ENSG00000127990
DYT12,ENSG00000105409
DYT14,ENSG00000131979
DYT16,ENSG00000180228
DYT18,ENSG00000117394
DYT2,ENSG00000121905
DYT23,ENSG00000134343
DYT3,ENSG00000147133
DYT3/TAF1,ENSG00000147133
DYT4,ENSG00000104833
DYT5,ENSG00000131979
DYT5A,ENSG00000131979
DYT5B,ENSG00000180176
DYT6,ENSG00000131931
DYT8,ENSG00000127838
DYT9,ENSG00000117394
DYTN,ENSG00000232125
DYX1C1,ENSG00000256061
DZANK1,ENSG00000089091
DZIP,ENSG00000134874
DZIP1,ENSG00000134874
DZIP1L,ENSG00000158163
DZIP2,ENSG00000158163
DZIP3,ENSG00000198919
E(SPL),ENSG00000106829
E-FABP,ENSG00000164687
E-LOX,ENSG00000179148
E-MAP-115,ENSG00000135525
E1,ENSG00000145293
E12,ENSG00000169393
E14,ENSG00000149308
E16,ENSG00000103257
E1A,ENSG00000181192
E1A-F,ENSG00000175832
E1AF,ENSG00000175832
E1ALPHA,ENSG00000131828
E1B-AP5,ENSG00000105323
E1BAP5,ENSG00000105323
E1BETA,ENSG00000168291
E1K,ENSG00000105953
E2,ENSG00000150768
E2(17)KB1,ENSG00000072401
E2-2,ENSG00000148737
E2-230K,ENSG00000175931
E2-CDC34,ENSG00000099804
E2-EPF,ENSG00000108106
E25,ENSG00000135916
E25A,ENSG00000078596
E25B,ENSG00000136156
E2A,ENSG00000071564
E2BP-1,ENSG00000101190
E2F-2,ENSG00000007968
E2F-4,ENSG00000205250
E2F-6,ENSG00000169016
E2F-LIKE,ENSG00000183434
E2F1,ENSG00000101412
E2F2,ENSG00000007968
E2F3,ENSG00000112242
E2F4,ENSG00000205250
E2F5,ENSG00000133740
E2F6,ENSG00000169016
E2F7,ENSG00000165891
E2F8,ENSG00000129173
E2IG1,ENSG00000152137
E2IG2,ENSG00000181924
E2IG3,ENSG00000163938
E2IG4,ENSG00000182704
E2IG5,ENSG00000114023
E3,ENSG00000091140
E3-16,ENSG00000136156
E3-3,ENSG00000178057
E3B1,ENSG00000136754
